,Country Name,Country Code,Year,Birth Rate,Population_male,Population_female,Population_total,Median_age,Human Development Index,PM2.5_pollution,Urban population rate,Death_Rate,Population_15_64_rate,Population_65_above,Cotisation sociale,Life_expectancy_in_years,gov_health_exp_as_perc_of_gdp,undernourished_population_rate,population_rate_with_water_access,mortality_cvd_crd_cancer_diabete_30_70,uhc_service_coverage,population_growth_rate,Female_employment_rate,GDP per Capita,female_population_rate_15to44
1138,Netherlands,NLD,2007,11.1,8106729,8274968,16381696,38.8,0.912,,84.539,8.1,11051655.0,2389514.0,,80.0975609756098,5.96346712,2.5,100.0,13.2,,0.217521601194242,54.429,51799.2085521047,39.508254139449285
1139,Norway,NOR,2007,12.4,2342728,2366424,4709153,37.3,0.938,,78.234,8.9,3113061.0,689411.0,,80.3951219512195,6.73865271,2.5,100.0,12.0,,1.03473451527827,60.591,85502.2677087731,39.75471528698417
1140,Nepal,NPL,2007,24.194,13208569,13505086,26713655,19.5,0.509,,15.781,6.893,15404452.0,1155868.0,,66.329,0.67676955,14.9,83.895823115831,19.0,,0.731449423498353,20.03,386.529586362442,45.240841117190925
1141,New Zealand,NZL,2007,15.15,2066607,2157193,4223800,35.1,0.916,,86.34,6.75,2808773.0,522895.0,,80.1512195121951,6.60466003,2.5,100.0,13.0,,0.932407687512324,59.229,32479.9817381467,42.26651948154351
1142,Oman,OMN,2007,20.539,1497064,1108636,2605700,22.4,0.762,,73.527,2.976,1747274.0,66553.0,,74.461,1.96826851,9.2,86.783197423425,33.9,,1.74406111328877,23.4,16151.275839059,52.813457257386595
1143,Pakistan,PAK,2007,32.589,93744001,88180519,181924521,18.2,0.499,,34.387,7.798,102020263.0,6578989.0,,63.852,0.48821454,15.3,88.3118874800695,32.7,,2.14152397156301,19.222,1012.18279419002,44.391885468489924
1144,Panama,PAN,2007,21.792,1722008,1709605,3431614,25.1,0.763,,64.268,4.586,2197793.0,205544.0,,76.154,5.03114557,16.1,91.4282616286243,11.5,,1.85414918870892,42.468,6205.82157550354,47.75780143430752
1145,Peru,PER,2007,22.026,14296701,14303686,28600387,23.8,0.7,,75.803,6.416,17900308.0,1839510.0,,73.223,2.15426159,13.6,85.4260756884851,10.1,,0.769759369616088,66.896,3572.36358879114,47.483134766800674
1146,Philippines,PHL,2007,26.607,45333001,44228376,89561377,21.1,0.664,,45.54,5.529,53838513.0,3650557.0,,70.483,1.1753726,12.2,88.6931489201816,24.6,,1.87034863111627,45.656,1741.60351144895,46.2654614117582
1147,Papua New Guinea,PNG,2007,31.606,3606247,3314819,6921066,19.3,0.478,,13.073,7.501,4073022.0,174047.0,,62.034,1.63440716,27.2,34.8021835185737,35.7,,3.12366111372057,54.369,1379.12699349288,48.404980784772896
1148,Poland,POL,2007,10.2,18476559,19644001,38120560,36.2,0.825,,61.229,9.9,27072534.0,5071331.0,,75.2439024390244,4.09294081,2.5,99.1555854357126,22.2,,-0.0543050208038707,41.597,11254.3140875349,42.21361579714472
1149,Portugal,PRT,2007,9.7,5062560,5480404,10542964,39.3,0.818,,58.749,9.8,7018446.0,1877657.0,29.7098569905572,78.3219512195122,5.80185938,2.5,99.1678162409362,13.1,,0.196304384487306,50.649,22811.0564844365,39.98364937560826
1150,Paraguay,PRY,2007,23.45,2817256,2772888,5590145,21.0,0.669,,58.286,5.545,3380469.0,265532.0,16.3153973211899,71.106,1.73575354,9.2,86.0493988819789,17.3,,0.997237882485964,50.443,3194.26298162817,47.01453863264579
1151,Qatar,QAT,2007,12.751,921361,310533,1231893,28.9,0.834,,97.917,1.673,1026936.0,12628.0,,77.016,1.54760242,,99.9029247892536,21.4,,19.360428664312,48.165,64706.9899026035,57.078405641921506
1152,Romania,ROU,2007,10.3,10115633,10767349,20882982,36.8,0.786,,53.436,12.1,14444850.0,3150612.0,,72.5658536585366,4.09066439,2.5,100.0,24.1,,-1.47722298197717,44.929,8360.33775916596,42.29072070615326
1153,Rwanda,RWA,2007,38.005,4594932,4928236,9523168,17.2,0.456,,16.921,9.186,5179966.0,282589.0,,59.965,1.74706471,31.3,51.1127958841887,24.2,,2.6937067262308,47.307,427.457146851438,44.98017140412922
1154,Saudi Arabia,SAU,2007,23.242,15083370,11316699,26400068,23.8,0.794,,81.427,2.719,17349064.0,618162.0,,75.046,2.50740147,5.1,,26.2,,3.92920488472079,15.763,15756.193622653,52.132280452642604
1155,Sudan,SDN,2007,37.121,15624739,15566424,31191163,17.2,0.47,,32.866,8.319,17223504.0,726743.0,,61.256,2.0494504,,48.048310173272,24.1,,2.78996436965565,22.878,1500.67309570313,44.436291212419775
1156,Senegal,SEN,2007,38.164,5689190,5874678,11563869,17.0,0.439,,42.535,8.178,6188958.0,377315.0,,62.543,1.31880546,13.6,68.1456746962979,21.0,,2.63281190597884,28.923,1210.16749782982,44.27579313489243
1157,Singapore,SGP,2007,10.3,2346238,2242360,4588599,35.8,0.887,,100.0,4.5,3514737.0,320582.0,,80.4414634146342,0.95031685,,100.0,12.5,,4.16600286360933,52.947,39432.8860198877,48.3314672552108
1158,Solomon Islands,SLB,2007,33.828,259158,245462,504619,18.0,0.523,,18.694,5.863,277345.0,17171.0,,67.986,4.962358,12.1,76.2134616420963,38.7,,2.2422684243981,81.432,1377.86200603136,45.764610743436364
1159,Sierra Leone,SLE,2007,40.796,2962281,2976883,5939163,16.9,0.397,,37.689,15.345,3151821.0,192621.0,,50.365,1.07384503,41.5,48.1866496269663,25.4,,2.20265426987169,61.392,358.077315538609,42.419242277785514
1160,El Salvador,SLV,2007,20.182,2890138,3153993,6044131,22.1,0.651,,62.774,6.814,3593992.0,401658.0,9.90949882120313,71.108,4.1049161,9.7,85.9168220429352,10.7,,0.160532322783851,44.404,2814.58988893523,46.46988753621203
1161,Serbia,SRB,2007,9.22,3554182,3827397,7381579,40.2,0.754,,54.328,13.92,5017128.0,1266998.0,,73.6317073170732,5.72144413,2.5,90.3866857574049,25.8,,-0.405458541825536,35.718,5848.47640545105,38.51624961514936
1162,Sao Tome and Principe,STP,2007,38.241,84721,85124,169845,17.6,0.545,,61.52,7.477,91674.0,6628.0,,64.724,1.66388476,11.3,72.3663035997042,22.4,,2.45564683066573,28.059,878.135469920286,44.56087589868903
1163,Suriname,SUR,2007,21.476,265833,262113,527946,25.0,0.701,,66.547,7.69,337410.0,30773.0,,68.204,2.58420277,8.9,92.2251661601544,21.5,,1.12823575341268,32.722,5562.33406798787,46.681393139600104
1164,Slovenia,SVN,2007,9.8,991510,1026612,2018122,39.4,0.882,,51.983,9.2,1416346.0,317979.0,,78.5609756097561,5.27593756,2.5,99.5,15.1,,0.559207815536831,50.211,23817.8867320201,41.02931324544396
1165,Sweden,SWE,2007,11.7,4543220,4604872,9148092,39.5,0.908,,84.588,10.0,6009971.0,1592536.0,,80.9,6.598032,2.5,99.5691927538968,11.2,,0.741552514625445,55.874,53700.0053363063,38.51189595530473
1166,Eswatini,SWZ,2007,31.247,521420,562588,1084008,17.7,0.471,,21.829,17.861,619869.0,28348.0,,43.641,3.7541039,11.3,59.2567740613856,47.9,,0.580366640025196,31.844,3200.51257139291,47.41920604491564
1167,Chad,TCD,2007,49.711,5363575,5359155,10722731,14.6,0.337,,21.868,16.301,5257987.0,255761.0,,48.751,1.02279246,39.4,42.7593900572731,24.6,,3.38718987073326,55.383,806.710318791497,40.875553993534936
1168,Togo,TGO,2007,37.822,3022581,3024956,6047537,17.7,0.457,,36.116,10.775,3341264.0,166533.0,,56.511,0.62282085,26.7,54.0670389522031,27.7,,2.90743917538544,53.28,621.734576119957,44.45680275296614
1169,Thailand,THA,2007,12.386,32849413,33977340,66826754,33.1,0.724,,39.95,6.122,47745735.0,5411080.0,,75.187,2.41405702,10.2,96.5944035971806,15.7,,0.761916078459878,65.237,3934.69090919863,47.638139895027976
1170,Tajikistan,TJK,2007,28.909,3569645,3618745,7188391,19.1,0.625,,26.514,5.936,4222400.0,254487.0,,67.217,1.07746482,35.2,65.5172990344674,30.7,,1.83882431198902,26.431,517.434872524171,48.50172525257709
1171,Turkmenistan,TKM,2007,23.038,2478447,2546448,5024894,22.2,0.682,,47.581,6.691,3226126.0,215011.0,,66.895,0.8208648,4.0,91.9701902233328,38.6,,1.42031742897792,49.842,2520.28502555268,49.77396942210668
1172,Tonga,TON,2007,28.277,54053,52584,106638,19.8,0.704,,23.227,6.588,59755.0,6091.0,,70.048,3.18001747,,98.2542019632701,25.9,,0.420997859015547,42.848,2799.36818151897,43.63167853645086
1173,Trinidad and Tobago,TTO,2007,15.224,684258,700602,1384861,29.0,0.773,,54.59,6.717,1004275.0,84254.0,,71.652,1.91819596,10.0,94.7087466129125,23.0,,0.575137910503384,47.839,15627.2868179082,49.96328160404792
1174,Tunisia,TUN,2007,17.085,5274830,5305565,10580395,26.6,0.706,,65.809,5.076,7286826.0,668757.0,,75.072,2.76273274,4.0,91.142827817116,17.3,,0.919463523549751,20.825,3678.06247940242,51.90949992220428
1175,Tanzania,TZA,2007,41.143,20570092,21146405,41716497,16.4,0.465,,26.121,10.154,21855542.0,1162981.0,,57.52,1.94105673,25.4,38.9776269528138,19.7,,2.80637123627598,83.012,539.53955078125,42.79808891388603
1176,Uganda,UGA,2007,44.688,14555146,15074658,29629804,13.8,0.476,,17.899,10.157,14183282.0,515696.0,,55.236,1.0345825,20.1,35.8500319866444,26.3,,2.93354099227772,62.83,401.709187643744,40.71661526251538
1177,Ukraine,UKR,2007,10.2,21443946,25065410,46509355,38.1,0.757,,68.147,16.4,32357186.0,7570759.0,37.116022116999,68.2221951219512,3.56190538,2.5,96.3519760050282,33.9,,-0.596871080118823,49.556,3197.93432617188,40.96900977015902
1178,Uruguay,URY,2007,14.618,1604827,1723823,3328651,32.2,0.771,,93.779,9.249,2090934.0,468089.0,20.7851163160804,76.498,3.63677883,2.5,97.8550725077812,19.2,,0.19152206004265,46.713,7149.37463386796,40.54414503573015
1179,United States,USA,2007,14.3,148402076,152829130,301231207,35.5,0.906,,80.269,8.0,202508658.0,37677408.0,,77.9878048780488,6.91274452,2.5,98.9106115579518,15.4,,0.951055242772428,55.608,48050.2237771135,41.00750533518579
1180,Uzbekistan,UZB,2007,22.7,13414449,13453551,26868000,22.5,0.656,,49.505,5.1,17276185.0,1297650.0,,68.292,1.79759741,11.5,90.6561790390874,31.8,,1.42347489680303,42.408,830.407694204322,49.984559053667084
1181,Vanuatu,VUT,2007,32.118,115641,112704,228345,18.6,0.585,,23.687,5.832,128975.0,8425.0,,69.544,2.22354412,6.1,84.9148534741011,40.2,,2.40312228258581,59.515,2261.45929411079,46.599262667086684
1182,Samoa,WSM,2007,28.863,98209,92269,190478,19.1,0.708,,20.75,5.221,105578.0,9037.0,,72.1,3.36175871,3.4,87.8377590201019,32.7,,0.578640418070375,38.339,3011.10080866752,42.0247210616726
1183,South Africa,ZAF,2007,22.629,23972107,26023987,49996094,22.8,0.644,,60.616,12.973,32862272.0,2307072.0,,54.992,3.30013156,3.6,88.1859084292649,32.2,,1.01387721267549,41.081,6662.06278541847,50.28888540406967
1184,Zambia,ZMB,2007,43.484,6050324,6351748,12402073,15.2,0.495,,37.881,11.351,6321221.0,230113.0,,52.739,0.97808874,54.9,54.5819273253882,28.7,,3.53292144460649,46.414,1133.43615831521,43.834182036647064
1185,Zimbabwe,ZWE,2007,34.81,5872489,6578079,12450568,17.3,0.454,,33.743,16.27,6802414.0,360080.0,,45.61,,28.7,69.1145466320901,29.7,,0.969118750298355,57.788,425.036841692684,47.37022409048112
1186,Afghanistan,AFG,2008,41.506,13339006,13088192,26427199,14.0,0.43,,23.32,8.832,12630067.0,612481.0,0.165905055735809,59.852,0.62779975,25.4,43.6326087182233,39.4,,2.00233326232255,13.9,382.533803815415,39.336122997885276
1187,Angola,AGO,2008,45.889,10678522,11013001,21691522,15.9,0.486,,58.282,12.478,11205663.0,565384.0,3.29498797838112,54.633,2.1384356,43.6,48.7704037164953,25.8,,3.67090920225351,73.448,4081.71749701404,42.11264223587385
1188,Albania,ALB,2008,11.868,1472476,1474838,2947314,31.0,0.736,,49.991,6.57,1957585.0,321315.0,,77.653,2.2712636,7.4,90.4761498369914,20.8,,-0.767342959142321,39.179,4370.53971639449,44.4271160919875
1189,United Arab Emirates,ARE,2008,14.08,5044718,1943966,6988685,25.8,0.834,,83.387,1.011,5940565.0,18743.0,,77.488,1.87159979,7.4,99.7654102578395,21.6,,17.3990859957442,37.427,45140.7690772438,70.40512272202231
1190,Argentina,ARG,2008,17.812,19886051,20387718,40273769,28.4,0.825,,90.53,7.467,25581439.0,4149779.0,,75.641,4.50854683,3.4,98.0428781125276,18.0,,0.992294094354656,43.374,8977.50685093365,43.26971652075734
1191,Armenia,ARM,2008,13.038,1383609,1599812,2983421,30.8,0.742,,63.64,9.387,2064467.0,325555.0,,72.398,1.48813355,5.8,97.5564813624504,26.7,,-0.700492224911231,48.981,3908.94906011431,46.601177701247934
1192,Australia,AUS,2008,14.0,10570891,10678307,21249199,35.8,0.919,,84.943,6.7,14342140.0,2806247.0,,81.3951219512195,5.96992397,2.5,99.8425551218213,10.5,,2.00391140524272,55.864,49701.2817843335,41.9124906937548
1193,Austria,AUT,2008,9.3,4049665,4271832,8321496,40.1,0.898,,57.966,9.0,5616074.0,1436181.0,,80.4317073170732,7.17632055,2.5,99.9999983100254,12.1,,0.313041437661508,51.023,51919.9835754226,40.10492914379931
1194,Azerbaijan,AZE,2008,17.4,4281933,4481467,8763400,26.6,0.716,,52.99,6.0,6092006.0,523343.0,,68.811,0.86374003,2.5,83.4255074202882,30.7,,2.09985403259251,53.528,5574.46810432575,51.753290118026676
1195,Burundi,BDI,2008,46.562,4090782,4187327,8278109,16.1,0.386,,10.118,11.316,4354067.0,194799.0,,55.71,1.55913818,,55.3251988251528,28.9,,4.11209752356589,80.202,194.710634644444,44.06517570755764
1196,Belgium,BEL,2008,11.9,5245964,5464009,10709973,39.7,0.908,,97.555,9.8,7073628.0,1826061.0,,79.6804878048781,7.26823902,2.5,99.9999954798535,13.2,,0.789976845480149,43.346,48303.397956286,38.45259733531947
1197,Benin,BEN,2008,39.897,4434190,4472279,8906469,16.7,0.48,,42.069,10.798,4697712.0,282432.0,,57.869,0.56289971,9.1,63.988382437498,24.1,,2.94774231330122,67.478,1098.94667867138,42.804630480343455
1198,Burkina Faso,BFA,2008,43.883,7542832,7655083,15197915,16.0,0.349,,23.534,12.022,7875966.0,411785.0,,55.342,1.36111355,15.4,54.4522322239556,25.1,,2.94356863526933,57.328,621.890271798117,42.44124835476969
1199,Bangladesh,BGD,2008,23.13,73036822,72384496,145421318,21.7,0.53,,28.968,6.701,89351100.0,6271781.0,,67.051,0.53094941,12.9,96.2259786038382,22.7,,0.887833017097369,27.853,630.108979202923,48.76441739150589
1200,Bulgaria,BGR,2008,10.4,3617711,3874850,7492561,40.6,0.782,,71.622,14.8,5129121.0,1350219.0,,72.9634146341463,3.48335671,4.4,99.5008324211481,25.7,,-0.70192274454598,45.55,7271.30338858025,38.63216964721329
1201,Bahrain,BHR,2008,16.732,684764,425579,1110343,27.9,0.808,,88.53,2.002,847025.0,24077.0,,78.084,2.08907962,,99.9431588486962,20.0,,6.4936855776179,40.084,23155.821449155,56.35346198943092
1202,Bosnia and Herzegovina,BIH,2008,9.835,1923825,2019566,3943392,36.6,0.718,,44.92,9.103,2756407.0,559119.0,,76.838,5.39554214,2.5,96.8107512963813,20.6,,-1.62201585384377,23.754,4846.79094117894,42.57748942099441
1203,Belarus,BLR,2008,11.1,4419504,5108481,9527985,37.7,0.783,,73.726,13.8,6714272.0,1412422.0,,70.4560975609756,3.48282266,2.5,98.3012596659617,30.9,,-0.345415054298517,53.186,6376.17569162063,41.16821053716746
1204,Belize,BLZ,2008,24.033,153151,152520,305671,20.3,0.693,,45.262,4.935,181631.0,11964.0,,71.151,3.74554896,6.7,92.6372470397192,16.3,,2.8194899348079,38.152,5665.96623188559,47.96813532651458
1205,Bolivia,BOL,2008,26.546,4981806,4898788,9880593,20.8,0.652,,65.535,7.995,5892126.0,473201.0,,65.446,2.70188808,24.9,86.178447326585,18.1,,1.72976143588269,59.896,1687.57849715048,46.102663158995995
1206,Brazil,BRA,2008,15.943,95059746,97612571,192672317,27.3,0.715,,83.749,6.106,130440998.0,12702881.0,,72.715,3.50441861,5.1,95.9645639704386,18.4,,0.987284202776065,48.551,8801.75787553359,48.66933967280373
1207,Barbados,BRB,2008,12.681,130103,142532,272635,35.0,0.789,,32.256,9.026,186290.0,31220.0,,75.447,3.58303881,4.7,98.4044348102036,16.7,,0.437804768187742,56.641,17551.85504429,42.73952515926247
1208,Botswana,BWA,2008,28.406,984034,1023285,2007320,20.5,0.642,,59.444,10.253,1232906.0,63807.0,,57.121,3.66806316,22.3,80.3421420672701,33.3,,2.03026526526897,43.736,5345.84875177376,50.621502992078064
1209,Central African Republic,CAF,2008,42.925,2241689,2225544,4467233,15.8,0.358,,38.506,15.313,2330951.0,89325.0,,48.016,0.84664065,32.6,49.8014654368029,39.1,,2.07326328004891,59.379,446.228770359276,42.54565233166638
1210,Canada,CAN,2008,11.5,16477121,16769997,33247118,38.3,0.91,,80.578,7.2,23111668.0,4512037.0,21.6219998839381,80.7246341463415,6.70162201,2.5,99.2360771293293,11.9,,1.08290711607014,59.015,46710.5055759013,40.90300230078535
1211,Switzerland,CHE,2008,10.0,3758858,3888817,7647675,40.1,0.926,,73.556,8.0,5215088.0,1252711.0,,81.9926829268293,2.99652123,2.5,99.9999979288144,10.1,,1.27061807385776,58.852,74175.1927898555,40.28200500792408
1212,Chile,CHL,2008,14.459,8268938,8392523,16661462,31.0,0.813,,86.959,5.557,11369721.0,1567518.0,,78.484,2.93380761,3.6,97.8465856667141,12.9,,1.00084678976019,38.84,10797.0473705117,46.198696971179174
1213,China,CHN,2008,12.14,677925783,646729218,1324655000,33.2,0.672,,46.539,7.06,965322958.0,109993150.0,,74.872,1.7363745,3.9,86.8568300680798,19.6,,0.51238693163744,62.514,3468.32706308591,50.75586320774014
1214,Cote d'Ivoire,CIV,2008,39.676,10254400,9990049,20244449,16.5,0.464,,46.491,11.952,10718022.0,507777.0,,53.653,0.60338157,18.9,71.5377104551999,25.6,,2.13051547484823,48.588,1683.33750453768,44.740080854458284
1215,Cameroon,CMR,2008,40.553,9337569,9439512,18777081,16.6,0.497,,50.35,11.583,9943768.0,576956.0,,55.655,0.55071974,11.1,61.9160862352195,27.9,,2.83697090124967,72.732,1476.00907898906,43.73561895996317
1216,Colombia,COL,2008,17.702,21686623,22128690,43815313,25.6,0.716,,77.204,4.947,28966906.0,2425276.0,,74.295,4.74562693,11.5,94.2871908166194,12.1,,1.16787354604705,42.917,5534.68944688199,48.23022284644958
1217,Comoros,COM,2008,33.938,314245,315224,629470,16.9,0.507,,27.886,9.677,331409.0,26882.0,,60.475,0.43337327,20.0,85.0359214715664,22.0,,2.0172880272233,30.295,1454.65090911658,43.09706256969244
1218,Costa Rica,CRI,2008,16.899,2261818,2240104,4501921,27.3,0.765,,69.39,4.421,3026781.0,318711.0,30.7737574604187,78.445,5.06513548,3.9,97.4934661058073,10.0,,1.38455388597677,43.449,6841.9114600079,48.03749023203616
1219,Cuba,CUB,2008,10.83,5633996,5642613,11276609,36.3,0.784,,76.413,8.096,7869219.0,1357304.0,,77.429,10.29249096,2.5,92.827847997466,17.3,,0.0596278925041623,40.393,4992.82449445836,45.63101350385007
1220,Cyprus,CYP,2008,12.167,548572,543817,1092390,32.3,0.857,,67.839,6.599,777291.0,118156.0,,78.981,2.50266337,6.7,99.8426288416274,11.2,,1.70962168593317,53.26,35397.36328125,47.98291706316916
1221,Czechia,CZE,2008,11.5,5086689,5297914,10384603,38.3,0.863,,73.394,10.1,7374057.0,1535021.0,,76.9756097560976,5.12718487,2.5,99.8451804477981,18.3,,0.829412602993033,46.559,22804.5776774507,41.55135478049115
1222,Germany,DEU,2008,8.3,40088841,42021256,82110097,42.4,0.923,,76.575,10.3,54181517.0,16577244.0,,79.7365853658537,7.7165823,2.5,99.99999811463,13.3,,-0.190142844695674,48.541,45612.7106221441,37.44011979469472
1223,Djibouti,DJI,2008,27.434,439452,443433,882886,20.4,0.434,,76.899,9.487,524878.0,31506.0,,59.365,1.8316139,21.3,75.5797689458878,22.4,,2.02400160866773,10.716,1131.63572564038,47.3885035749442
1224,Denmark,DNK,2008,11.8,2721812,2771809,5493621,39.2,0.915,,86.487,9.9,3620404.0,864400.0,,78.4463414634146,7.99141836,2.5,100.0,14.1,,0.587547590258978,57.466,64322.0635020842,38.22127159618732
1225,Dominican Republic,DOM,2008,21.947,4822328,4700619,9522948,23.4,0.697,,71.3,5.831,6005061.0,519790.0,,71.658,2.12083244,16.2,93.5748270114348,16.9,,1.27601221390825,38.534,5053.33028494248,47.90004252631412
1226,Algeria,DZA,2008,23.413,17628560,16941031,34569592,24.3,0.705,,66.097,4.91,23293706.0,1653019.0,,72.941,3.02516317,5.6,91.8433087449211,15.7,,1.70897167476718,11.237,4946.56401720759,53.04317665199956
1227,Ecuador,ECU,2008,22.379,7254593,7242204,14496797,23.2,0.729,,62.3,4.847,9042969.0,816583.0,,74.983,2.09913063,21.1,88.0969010489875,14.0,,1.70420581194769,49.396,4260.43318396471,47.01869762298879
1228,Spain,ESP,2008,11.3,22729625,23224481,45954106,38.3,0.86,,77.976,8.4,31604262.0,7592980.0,,81.1756097560976,6.1428566,2.5,99.9999980624493,11.4,,1.59533049906372,43.523,35510.7222312701,42.73500309191302
1229,Estonia,EST,2008,12.0,621710,715380,1337090,38.8,0.856,,68.351,12.5,904893.0,233130.0,,73.7707317073171,4.35971355,2.5,98.6807683659568,22.0,,-0.268133719541207,51.981,18204.9664786762,38.51934330344537
1230,Ethiopia,ETH,2008,38.46,42458192,41898913,84357105,15.8,0.395,,16.51,10.143,43364378.0,2292252.0,,57.592,0.51424921,33.5,30.8752129693809,21.2,,2.83863160180599,72.043,320.861089711683,41.9249241621137
1231,Finland,FIN,2008,11.2,2604239,2709160,5313399,40.7,0.912,,83.299,9.2,3536864.0,883660.0,,79.5682926829268,6.57666588,2.5,99.9999983918014,12.2,,0.465549284507694,53.534,53772.7942390019,36.35651231850756
1232,Fiji,FJI,2008,23.614,457414,439316,896731,23.5,0.709,,51.146,7.141,578116.0,36206.0,,66.935,2.21144366,3.7,95.0125414917812,41.0,,0.680664088099223,38.176,3928.92173857964,47.93690646368446
1233,France,FRA,2008,12.9,31174324,33205372,64379696,38.7,0.873,,77.868,8.5,41868249.0,10767544.0,41.547803289982,81.2146341463415,7.4163928,2.5,100.0,12.0,,0.557563757631959,47.299,45515.9617533473,38.044387321892984
1234,Gabon,GAB,2008,32.675,805971,794007,1599978,19.7,0.655,,84.359,8.686,924237.0,68284.0,,63.083,1.06247222,16.8,83.0167243819715,27.5,,3.18807653024551,28.793,9732.22653332604,45.83851275870364
1235,United Kingdom,GBR,2008,12.9,30290652,31516343,61806995,38.2,0.9,,80.757,9.4,40985517.0,9887287.0,,79.6,7.34308386,2.5,100.0,13.2,,0.787032622318939,53.114,47396.1202078484,40.43284342881959
1236,Georgia,GEO,2008,13.9,1802022,2046427,3848449,34.2,0.748,,54.765,12.318,2579752.0,542060.0,,71.332,1.53493118,3.5,95.7312694490029,28.0,,-0.303790529341209,44.664,3324.7537205015,42.69604945506507
1237,Ghana,GHA,2008,33.206,12113292,12212794,24326087,18.9,0.561,,49.351,8.905,13942987.0,783183.0,,60.49,1.74936557,8.1,73.4859835460909,25.8,,2.57232722220713,65.083,1178.95587732926,46.31520247065487
1238,Guinea,GIN,2008,39.761,4791806,4987979,9779785,16.1,0.408,,33.106,12.12,5014357.0,368447.0,,56.044,0.26959306,12.2,55.649134013916,25.1,,2.40819421004136,53.458,712.099416076712,41.48322396706164
