,Country Name,Country Code,Year,Birth Rate,Population_male,Population_female,Population_total,Median_age,Human Development Index,PM2.5_pollution,Urban population rate,Death_Rate,Population_15_64_rate,Population_65_above,Cotisation sociale,Life_expectancy_in_years,gov_health_exp_as_perc_of_gdp,undernourished_population_rate,population_rate_with_water_access,mortality_cvd_crd_cancer_diabete_30_70,uhc_service_coverage,population_growth_rate,Female_employment_rate,GDP per Capita,female_population_rate_15to44
2402,Uzbekistan,UZB,2015,23.5,15653791,15645110,31298900,25.1,0.701,35.48586783,50.75,4.9,21015278.0,1356307.0,,70.475,2.35756874,2.5,94.0078216347275,27.0,73.0,1.74425837484667,39.297,2753.97105782901,49.672571851166005
2403,Vanuatu,VUT,2015,32.42,139253,137185,276438,19.4,0.595,12.52967863,24.961,6.001,156571.0,10354.0,,69.513,2.09905958,10.5,88.3769869401163,40.1,45.0,2.38350122826717,59.74,2643.8868859095,45.83100983704546
2404,Samoa,WSM,2015,29.4,104201,99370,203571,19.8,0.716,11.01634581,18.914,5.281,115831.0,9611.0,1.69954488230535,72.515,4.57855034,7.3,92.2280018053418,31.8,53.0,0.895083542746833,36.512,4048.46711296568,42.4388648485459
2405,South Africa,ZAF,2015,21.3,27155417,28721087,55876504,25.3,0.716,29.23503061,64.828,9.259,37041896.0,3035329.0,,63.95,4.59632444,6.5,91.7960958447093,28.8,70.0,2.07401685853513,38.326,6204.92990145846,48.015364112089514
2406,Zambia,ZMB,2015,37.832,8000338,8247891,16248230,16.0,0.562,28.26273741,41.907,7.196,8583354.0,271859.0,,61.208,2.0905416,33.0,62.8879569310471,26.6,52.0,3.19189626183661,47.396,1307.90964916032,44.641548691565546
2407,Zimbabwe,ZWE,2015,33.96,6652836,7502101,14154937,17.0,0.582,25.92895692,32.385,8.774,7647871.0,438467.0,0.0816772365806966,59.591,1.55090201,32.6,64.9549322108489,31.1,56.0,2.13629423811133,57.294,1410.32917348908,46.74211264284499
2408,Afghanistan,AFG,2016,37.936,17520861,17115346,34636207,15.8,0.481,57.20370424,25.02,7.077,18038552.0,830919.0,0.646586195446638,63.136,0.60012972,21.8,65.1721622599667,35.6,,2.58154939895659,17.567,523.053012101752,43.123517832373466
2409,Angola,AGO,2016,41.377,14390171,14764575,29154746,16.0,0.596,29.17977414,64.149,8.555,15083377.0,742232.0,6.09996669329694,61.092,1.19753695,14.4,55.0842725132132,22.6,,3.58621100683242,68.003,1809.70937719455,41.84520861065113
2410,Albania,ALB,2016,11.289,1442176,1433925,2876101,35.1,0.798,17.81730527,58.421,8.035,1962501.0,401830.0,,78.86,2.80370712,4.2,93.7548779094968,12.6,,-0.159880412127734,42.559,4124.05538986272,41.94189775960578
2411,United Arab Emirates,ARE,2016,10.993,6365662,2628601,8994263,29.8,0.87,43.22089056,85.965,1.102,7631041.0,74462.0,,79.335,2.49996734,4.5,99.9516757226023,19.6,,0.863868922846647,48.645,41054.5395699204,65.67645679203503
2412,Argentina,ARG,2016,16.824,21571303,22019065,43590368,30.1,0.847,14.11129971,91.627,7.947,27986612.0,4890848.0,,76.308,5.59118652,2.9,99.0413737808333,16.8,,1.05718157762752,43.195,12790.2641396135,43.60924113200132
2413,Armenia,ARM,2016,14.504,1304368,1561467,2865835,32.5,0.765,34.24036582,63.082,9.634,1983725.0,312965.0,,74.664,1.63734329,2.5,99.5293510076689,21.7,,-0.444257166904663,49.592,3679.95234740376,43.23359275809456
2414,Australia,AUS,2016,12.9,12005262,12185645,24190907,36.2,0.935,6.815366192,85.8,6.6,15950251.0,3671171.0,,82.4487804878049,7.17459917,2.5,99.9699666761373,9.0,,1.56194049810399,55.899,49918.7939327254,40.90299440600064
2415,Austria,AUT,2016,10.0,4292559,4444108,8736668,42.0,0.915,12.30410306,57.905,9.2,5866325.0,1614979.0,,81.6414634146342,7.49085999,2.5,100.0,11.2,,1.08139629872802,52.815,45307.5878620429,37.1407599409228
2416,Azerbaijan,AZE,2016,16.3,4808608,4949205,9757812,29.2,0.75,24.38549474,55.021,5.8,6811714.0,548103.0,,72.004,1.16339755,2.5,93.3531599265287,28.2,,1.11785721013911,58.378,3880.6852276838,47.10205827217471
2417,Burundi,BDI,2016,39.479,5407865,5495462,10903327,15.2,0.43,35.48687315,12.388,8.18,5473327.0,252811.0,,60.793,2.34577584,,60.2041529609438,25.5,,1.62902475388378,80.066,242.539527292978,42.052406148927986
2418,Belgium,BEL,2016,10.8,5576976,5754446,11331422,40.5,0.927,12.37628991,97.919,9.5,7325397.0,2083729.0,,81.4390243902439,8.30200672,2.5,100.0,11.1,,0.506300002451376,44.159,42012.6227191016,36.737500824337545
2419,Benin,BEN,2016,38.934,5629265,5630820,11260085,17.2,0.53,46.48119179,46.229,9.761,6059293.0,347677.0,,59.539,0.57491308,8.7,65.9973620315647,23.3,,2.94982814392549,59.022,1049.82030349923,43.20344106187026
2420,Burkina Faso,BFA,2016,38.977,9587217,9688281,19275498,16.1,0.427,56.2288836,28.134,9.313,10024653.0,497901.0,,59.326,2.38683128,13.6,50.4274106086425,24.7,,2.93481128912484,55.12,665.786328598963,42.53096085879424
2421,Bangladesh,BGD,2016,19.002,79459393,80325176,159784568,24.4,0.612,67.7673598,35.083,5.632,104744797.0,7871137.0,,71.09,0.56968528,14.3,97.4383909094007,18.5,,1.23079535447054,30.848,1659.96249605674,50.16288230728554
2422,Bulgaria,BGR,2016,9.1,3455141,3672681,7127822,42.9,0.809,19.40617985,74.329,15.1,4635204.0,1487960.0,,74.8121951219512,4.11103821,3.8,99.2335067314028,24.4,,-0.701382097841331,44.346,7570.93165511708,35.151258430123214
2423,Bahrain,BHR,2016,15.181,877025,532635,1409661,30.1,0.865,61.64582457,89.09,2.071,1085892.0,39127.0,,79.557,2.98268986,,99.9276522968873,16.3,,3.42907892150581,41.596,22867.1811196134,53.237251366084294
2424,Bosnia and Herzegovina,BIH,2016,8.953,1706069,1774917,3480986,39.9,0.77,28.77587802,47.518,11.613,2412441.0,545607.0,,76.808,6.55783081,2.5,96.1512641348273,18.8,,-1.23730578353764,24.389,4917.26376596306,39.06624929503744
2425,Belarus,BLR,2016,12.4,4377765,5091613,9469379,39.0,0.813,16.71207883,77.661,12.6,6462580.0,1442186.0,,73.8268292682927,4.19298792,2.5,98.3433344843066,24.6,,0.0877210878706449,55.843,5039.77560949445,37.82114003364956
2426,Belize,BLZ,2016,21.36,184798,182514,367313,23.2,0.712,21.08657207,45.495,4.695,237022.0,16021.0,0.0569634920442284,73.399,4.17639303,6.4,97.5845405245812,16.0,,2.04687117105776,44.026,6099.95710191497,50.196559725391666
2427,Bolivia,BOL,2016,23.355,5663718,5599297,11263015,22.7,0.701,27.56633411,68.738,7.104,7025856.0,551201.0,,67.628,4.4294467,14.9,90.9418494280406,18.2,,1.54728829634713,54.646,3013.50270721666,47.66960030875305
2428,Brazil,BRA,2016,14.051,101794390,105065188,206859578,30.7,0.755,11.42284509,86.042,6.538,144236047.0,16883570.0,,74.442,3.94843698,2.5,97.955839734312,16.3,,0.8112564782781,45.56,8680.73646873878,47.47112954292719
2429,Barbados,BRB,2016,11.009,133334,145315,278649,37.5,0.794,21.08043284,31.193,8.792,189957.0,37251.0,,76.815,3.15078282,2.6,98.4844461617788,15.7,,0.203329499651748,56.557,17381.3650865426,39.83153780249046
2430,Bhutan,BTN,2016,16.076,398635,351127,749761,25.4,0.638,43.64904826,39.428,6.837,507791.0,43582.0,,70.602,2.6446631,,98.1862388792563,18.5,,0.868973710626164,53.113,2879.54656392589,51.5551353214079
2431,Botswana,BWA,2016,26.13,1158587,1193829,2352416,22.4,0.713,25.20036677,67.933,6.783,1474947.0,76575.0,,65.464,3.83726597,25.0,89.4779017317438,28.9,,2.02880248969911,44.296,6411.55166556511,49.87353711190508
2432,Central African Republic,CAF,2016,41.209,2455675,2448502,4904177,14.5,0.391,45.52426043,40.618,11.711,2406067.0,109934.0,,53.46,0.59953427,48.0,41.276645035426,37.4,,1.74517542237586,58.886,372.135456093031,39.27821990751897
2433,Canada,CAN,2016,10.6,17917265,18192222,36109487,39.7,0.928,6.205823409,81.3,7.4,24330226.0,5920267.0,23.202941330489,81.9248780487805,7.68809605,2.5,99.2273960932328,10.4,,1.13234865466606,57.451,42315.6037056806,38.49691162204212
2434,Switzerland,CHE,2016,10.5,4147577,4225760,8373338,41.3,0.956,10.60281759,73.739,7.8,5618817.0,1508286.0,,83.6024390243903,3.50250435,2.5,100.0,8.5,,1.09203117387253,59.674,82153.0745447889,38.03853639009561
2435,Chile,CHL,2016,12.7,8971935,9111944,18083879,33.6,0.85,23.76052341,87.422,6.107,12467153.0,2050113.0,,80.079,4.22976255,3.1,99.7371866996943,11.1,,1.18906102612278,44.697,13788.2400157601,44.229560441242825
2436,China,CHN,2016,13.57,710100087,677689913,1387790000,35.9,0.74,51.58657201,56.736,7.04,988046970.0,145118407.0,,77.218,2.89319348,2.5,93.4078793193365,16.6,,0.573050906069647,59.942,8094.39016730811,42.828068775287235
2437,Cote d'Ivoire,CIV,2016,35.959,12257085,11956537,24213622,16.9,0.524,61.24645868,49.881,9.374,13144569.0,575218.0,,58.06,0.86090869,10.6,72.2826047701817,22.9,,2.58067580845527,53.772,1999.19537159383,45.08548336361939
2438,Cameroon,CMR,2016,37.747,11814923,11896708,23711630,17.2,0.564,65.0564255,55.179,8.886,12814437.0,669008.0,,60.233,0.36593071,5.0,66.519319237706,25.0,,2.99217541611777,64.332,1426.06548113211,44.455085577249044
2439,Colombia,COL,2016,15.353,23517966,24107989,47625955,28.9,0.759,22.72386043,80.108,5.213,32725009.0,3528041.0,,76.471,5.29663372,4.5,96.2965922555706,10.3,,1.068611890834,51.294,5936.2610216683,47.22497799380944
2440,Comoros,COM,2016,31.756,373999,372233,746232,18.8,0.548,17.31528735,28.619,8.516,420518.0,30952.0,,63.237,0.57399994,11.9,80.1488513169666,21.2,,2.1696163026429,29.413,1357.26622888827,44.89110315313259
2441,Costa Rica,CRI,2016,14.145,2479289,2465916,4945205,30.6,0.803,17.90242599,77.735,4.986,3402685.0,444267.0,34.5718793340949,79.459,5.36528826,3.7,99.4658056341647,10.0,,1.01547072688832,39.295,11899.8139833748,46.60026943334648
2442,Cuba,CUB,2016,10.351,5650455,5691556,11342012,39.9,0.774,19.35410515,76.93,9.348,7838384.0,1634200.0,,77.643,10.94801617,2.5,93.7961867219836,16.3,,0.0186756792498581,41.31,8055.92586780018,39.192213940070694
2443,Cyprus,CYP,2016,11.419,600193,597688,1197881,35.3,0.877,14.41331917,66.881,6.462,849505.0,155698.0,,81.056,2.80833411,2.5,99.7807592223867,9.2,,0.888918593369278,48.682,24605.349609375,45.67951841094351
2444,Czechia,CZE,2016,10.7,5195724,5370608,10566332,40.7,0.895,16.71289546,73.57,10.2,6974680.0,1961301.0,,79.0268292682927,5.81872368,2.5,99.8801723996148,15.0,,0.192048415842684,49.439,18575.2320271915,38.14142866927564
2445,Germany,DEU,2016,9.6,40598245,41750423,82348669,44.9,0.941,11.77992518,77.224,11.1,54016360.0,17405321.0,,80.990243902439,8.68167686,2.5,100.0,12.4,,0.807218538573871,53.564,42136.1207907991,34.02365733750604
2446,Djibouti,DJI,2016,23.516,508832,514429,1023261,22.4,0.496,43.47619484,77.528,8.568,638951.0,43167.0,,62.191,1.32228565,20.2,75.8326297601131,22.3,,1.67550925836571,11.538,2545.73879850905,48.30501390862485
2447,Denmark,DNK,2016,10.8,2845175,2882835,5728010,40.8,0.943,9.286433949,87.642,9.2,3677758.0,1090575.0,,80.8536585365854,8.6299839,2.5,99.9999966973667,11.9,,0.780392644135167,53.891,54663.9983719195,36.99522611582558
2448,Dominican Republic,DOM,2016,20.258,5303141,5224450,10527592,25.6,0.755,17.77201952,79.436,5.964,6847861.0,655410.0,,72.987,2.66466618,6.7,95.5814520794296,21.7,,1.16332018268349,43.415,7191.06970308651,47.18480919668011
2449,Algeria,DZA,2016,25.166,20556314,19783015,40339329,26.8,0.743,32.79009631,71.459,4.472,26311329.0,2153971.0,,75.732,4.47245169,2.6,93.6227755358994,14.2,,1.99343168879913,13.744,3967.20064743809,47.99401911184922
2450,Ecuador,ECU,2016,18.224,8222126,8217460,16439585,25.8,0.762,20.71374205,63.534,4.86,10624438.0,1126563.0,,76.763,4.41607189,9.7,93.7694147343323,11.9,,1.49338987255655,52.152,6079.08873612077,47.18474730541724
2451,Spain,ESP,2016,8.8,22821680,23662382,46484062,42.0,0.895,9.576497124,79.84,8.8,30717059.0,8750078.0,,83.3292682926829,6.40544844,2.5,99.9265022787256,10.2,,0.0844301500680736,41.334,26537.1594894542,37.07703850261769
2452,Estonia,EST,2016,10.7,617086,698703,1315790,40.7,0.885,6.517719719,68.563,11.7,850822.0,252443.0,,77.6414634146342,4.98726511,2.5,99.915239179191,17.2,,0.0291122255540077,52.829,18295.3429322114,35.11423562663233
2453,Ethiopia,ETH,2016,33.315,52968539,52324690,105293228,17.4,0.47,33.61502933,19.866,6.93,57895064.0,3153739.0,,64.392,0.90002954,14.1,42.9651586197148,17.4,,2.71605397227228,71.749,705.617508543589,44.73540884809823
2454,Finland,FIN,2016,9.6,2706934,2788369,5495303,41.5,0.931,5.589432223,85.275,9.8,3463631.0,1136545.0,,81.4292682926829,7.29918003,2.5,99.9999965612864,10.4,,0.287421401687637,50.268,43814.0265056965,35.017569681593905
2455,Fiji,FJI,2016,21.05,463229,455142,918371,25.5,0.735,11.08714633,55.235,7.885,597310.0,44691.0,,67.24,2.09586525,8.9,95.2786366784068,38.3,,0.127589742794731,36.246,5368.43349186431,46.612046350369766
2456,France,FRA,2016,11.8,32271469,34452635,66724104,40.6,0.895,11.4918237,79.917,8.9,41634728.0,13029325.0,42.0707779196602,82.5731707317073,8.61525917,2.5,99.9999974727228,10.9,,0.263868788565368,46.452,37062.5335723829,35.504397362724895
2457,Gabon,GAB,2016,30.362,1066111,1020095,2086206,21.3,0.702,39.0009896,88.559,7.238,1240618.0,81398.0,1.82746415525495,65.802,2.01055074,17.4,84.9227957610398,23.5,,2.80421210921345,28.378,6722.19822269059,46.6210238365171
2458,United Kingdom,GBR,2016,11.8,32340918,33270675,65611593,39.0,0.927,10.21445169,82.886,9.1,42139473.0,11793001.0,,81.1560975609756,7.84041071,2.5,99.9999972155672,11.3,,0.757874492811929,54.803,40985.2351382417,37.82656358408423
2459,Georgia,GEO,2016,15.471,1756252,1971253,3727505,36.0,0.794,17.68579608,57.837,12.411,2466368.0,524272.0,,73.569,2.93001461,3.7,93.7227221316814,26.5,,0.0598165991047394,50.647,4062.12697838612,38.71202765062454
2460,Ghana,GHA,2016,30.527,14739510,14814792,29554303,19.8,0.611,59.661617,54.749,7.46,17187227.0,935218.0,,63.89,1.3003906,8.3,82.0248834358595,23.8,,2.33938325896993,61.822,1900.39767444476,45.92783192879684
2461,Guinea,GIN,2016,37.396,5866792,6064194,11930985,17.0,0.45,53.58936352,35.46,10.352,6378376.0,410485.0,,58.763,0.66374409,13.3,64.0192375398868,26.0,,2.58950004128743,43.812,720.473255172646,43.32118524911852
2462,Guinea-Bissau,GNB,2016,34.502,903188,931364,1834552,17.4,0.478,54.0903092,42.533,8.898,1006203.0,48644.0,,59.674,0.48464295,34.0,60.7844520965081,26.2,,2.51887831990535,47.435,642.666390086932,44.83829353415716
2463,Equatorial Guinea,GNQ,2016,34.392,738048,660879,1398927,20.6,0.603,46.74295432,71.138,9.345,813581.0,43008.0,,60.479,0.69449306,,64.4255194323934,23.0,,3.78456615093479,46.446,8035.30766558427,43.79969707011419
2464,Greece,GRC,2016,8.6,5286884,5489087,10775971,42.8,0.877,14.46980163,78.387,11.0,6942178.0,2273553.0,,81.3878048780488,4.34255171,2.5,100.0,12.5,,-0.415913028277122,32.488,17923.9668134716,36.0499652420551
2465,Guatemala,GTM,2016,25.541,7839799,7987891,15827690,20.4,0.639,29.17182245,50.319,5.038,9480125.0,710167.0,6.79729937086107,72.355,2.28762269,14.8,92.4065264510318,17.2,,1.65807331834237,38.193,4173.28134863663,48.00903485355125
2466,Guyana,GUY,2016,21.139,372409,386678,759087,24.1,0.691,22.33097583,26.482,7.475,490949.0,41302.0,,68.384,2.5319159,3.4,93.9051955440263,30.4,,0.53575873239208,34.783,5905.38019563205,46.80586948313585
2467,Honduras,HND,2016,22.44,4782635,4678163,9460798,21.6,0.618,24.75521888,55.813,4.183,5947582.0,343969.0,,72.588,3.09310865,14.9,93.3238929673688,19.3,,1.77333693683233,41.696,2295.53627000423,50.078112934298474
2468,Croatia,HRV,2016,9.0,2021957,2152392,4174349,42.4,0.848,17.72824296,56.403,12.3,2750258.0,825741.0,,78.0219512195122,5.58271697,2.5,,17.0,,-0.69838345731273,39.147,12579.9227031481,35.63156218783941
2469,Haiti,HTI,2016,25.254,5319125,5394724,10713849,21.9,0.532,19.14929749,53.396,8.161,6641266.0,446727.0,,63.392,0.52977306,39.6,65.0230168507914,32.2,,1.41082121304761,51.703,1313.18609516709,48.198040177592055
2470,Hungary,HUN,2016,9.7,4681743,5132281,9814023,41.1,0.843,15.73414047,70.779,13.0,6577390.0,1813095.0,,76.0634146341464,4.73053265,2.5,99.9708056888519,22.8,,-0.295110604845478,45.201,13104.6995457458,37.42580017263328
2471,Indonesia,IDN,2016,18.017,131909809,129940374,261850182,28.2,0.699,21.15210797,53.989,7.529,175658667.0,16378367.0,,69.798,1.37558317,6.7,89.4676670658379,25.4,,1.05894205868913,48.936,3558.81885175737,46.76294084994301
2472,India,IND,2016,18.514,691623419,647012921,1338636340,25.9,0.639,92.23194665,33.182,6.603,884115112.0,78116348.0,,70.117,0.94049966,13.5,89.7879609406816,22.6,,1.18504622906796,20.798,1714.27953740039,47.96826835546942
2473,Ireland,IRL,2016,13.4,2353419,2401916,4755335,35.7,0.929,7.838263466,62.737,6.4,3110739.0,636462.0,,81.6536585365854,5.414505,2.5,96.1464377731388,10.4,,1.12883406399428,51.369,62784.0656875694,41.663605437750135
2474,Iraq,IRQ,2016,30.17,19328788,19369155,38697943,18.7,0.679,50.08978666,70.094,5.13,22022859.0,1211045.0,0.0001632678528434,68.988,0.71533513,17.6,95.1361735911499,24.0,,2.45940250005547,11.424,4305.20270154631,45.28739379699318
2475,Iceland,ISL,2016,12.0,169141,166298,335439,35.2,0.948,5.436588878,93.735,6.9,222056.0,46732.0,,82.2048780487805,6.59988403,2.5,100.0,8.8,,1.38808149583838,71.102,61987.9263620283,40.961151338521155
2476,Israel,ISR,2016,21.2,4248793,4297207,8546000,28.9,0.913,18.85915608,92.256,5.2,5183981.0,948649.0,,82.4073170731707,4.53602934,2.5,100.0,9.2,,1.9603489624817,56.427,37690.4739511859,41.20423193499755
2477,Italy,ITA,2016,7.8,29433527,31193971,60627498,44.8,0.887,15.75652778,69.855,10.1,38880651.0,13508310.0,,83.2439024390244,6.49173594,2.5,99.9170340740928,9.3,,-0.169884073301448,35.29,30960.7315088902,33.80489990227804
2478,Jamaica,JAM,2016,13.47,1391829,1410867,2802695,28.3,0.712,15.38590695,55.098,6.971,1983084.0,179300.0,,72.02,3.62554812,7.7,90.5612054061526,16.7,,0.294793625837463,51.276,5022.70019182535,49.840647573671916
2479,Jordan,JOR,2016,23.708,5185852,4778803,9964656,21.7,0.718,32.03573347,90.506,3.169,6188817.0,317957.0,,75.215,3.47255588,,98.9225522204197,14.8,,4.83585013508326,11.398,4003.40474641177,47.66940092849603
2480,Japan,JPN,2016,7.8,61830297,65245704,127076000,46.3,0.921,13.35633595,91.457,10.5,75621650.0,35512557.0,,83.9848780487805,8.95745564,2.5,98.9506790578466,8.7,,-0.0511374152133631,48.821,39375.4731620781,32.57093440886409
2481,Kazakhstan,KAZ,2016,22.52,8518088,9275967,17794055,28.8,0.805,20.86881423,57.264,7.37,11619625.0,1272205.0,3.9592644066909,72.41,2.04025173,2.5,95.2205093968163,24.8,,1.42204614032925,62.503,7714.84184376024,42.97862169769025
2482,Kenya,KEN,2016,30.401,23780053,24114618,47894670,18.1,0.569,26.88967903,26.105,7.34,26980523.0,1226754.0,2.8123671327558,62.163,2.03529072,21.5,58.8259446957595,20.8,,2.20214556198549,69.33,1562.07661862777,46.29742312935296
2483,Cambodia,KHM,2016,21.864,7731897,7892686,15624584,24.6,0.581,24.82502572,22.582,5.779,10147460.0,684181.0,,70.224,1.33381462,6.5,72.4305818903856,22.7,,1.33408515743887,65.666,1281.10597105412,46.44100586029863
2484,Kuwait,KWT,2016,14.8,2462807,1585277,4048085,33.7,0.833,61.00890885,100.0,1.811,3070398.0,103612.0,,79.701,4.03627825,2.5,100.0,11.5,,3.50280908539676,46.583,27026.6876602182,53.82943995609596
2485,Lebanon,LBN,2016,17.395,3091255,3167365,6258619,28.8,0.743,29.33919611,88.266,4.343,4184093.0,473881.0,,79.505,3.65501738,,91.4533455014463,20.4,,-2.2172797902348,23.398,8172.29947599133,45.51261782469305
2486,Liberia,LBR,2016,33.713,2337052,2369046,4706097,17.5,0.478,54.71186915,50.254,9.059,2545489.0,161435.0,,60.416,1.39315951,35.3,72.639712581474,17.8,,2.01259665687601,70.297,722.131226789418,43.57113445056245
2487,Libya,LBY,2016,20.576,3187679,3094517,6282196,25.3,0.696,40.85182106,79.54,5.48,4021778.0,296361.0,,71.756,,6.6,98.1515847056171,18.4,,1.4423513120791,25.305,7945.00605015965,47.975176740021155
2488,Sri Lanka,LKA,2016,15.496,10353683,11071811,21425494,31.1,0.767,20.7396319,18.311,6.896,14117896.0,2000494.0,1.0658361485499,75.331,1.66631913,8.1,87.4883909600499,14.3,,0.415306725656826,32.897,4107.82977539914,43.05245546550605
2489,Lesotho,LSO,2016,28.157,1056294,1087578,2143872,21.2,0.514,31.39956031,27.317,14.126,1304623.0,89157.0,,52.264,5.07786608,34.0,71.681200471811,46.3,,1.18953362244047,46.481,994.239764062067,47.34860396219852
2490,Lithuania,LTU,2016,10.7,1330868,1537363,2868231,42.4,0.868,10.78161948,67.366,14.3,1888698.0,559412.0,,74.6707317073171,4.36463356,2.5,97.0737449088059,21.4,,-1.27069453298857,51.909,15008.3132445526,34.344828945832916
2491,Luxembourg,LUX,2016,10.4,292233,289781,582014,38.3,0.923,9.921704411,90.46,6.8,404062.0,82756.0,29.1516837362534,82.6853658536585,4.28179646,2.5,99.9068737103635,9.5,,2.15531198799205,49.979,106899.293549552,41.778950684549486
2492,Latvia,LVA,2016,11.2,899402,1060135,1959537,42.3,0.855,12.896183,68.021,14.6,1265689.0,396296.0,,74.580487804878,3.42512989,2.5,98.5813642330942,22.0,,-0.913885332226604,50.358,14331.7515885049,33.85156170973215
2493,Morocco,MAR,2016,19.483,17665036,17442227,35107264,26.9,0.661,30.88602135,61.36,5.674,23204451.0,2136572.0,,73.284,2.16552782,3.7,81.048169800734,24.3,,1.22317023430594,20.819,3132.9521484375,47.28159425972384
2494,Moldova,MDA,2016,14.761,1333190,1469996,2803186,34.9,0.756,14.73766469,42.511,13.54,1951077.0,331023.0,31.4795012293809,69.917,3.67679572,2.5,89.3834604746081,25.9,,-1.16302237797705,40.169,2847.63506882245,41.42293826913765
2495,Madagascar,MDG,2016,32.759,12791885,12710056,25501941,18.1,0.505,19.34634864,35.856,6.81,14299532.0,749657.0,2.81861569588117,64.997,2.37194586,41.9,48.854353375217,26.5,,2.58601148442291,81.725,464.61615837171,44.797562056279
2496,Maldives,MDV,2016,16.794,261719,192534,454252,27.4,0.741,12.10828489,38.954,2.738,332645.0,18990.0,,79.872,7.42592859,,99.1140929170056,12.3,,4.19690422374828,38.59,9708.14134750478,54.947580550917074
2497,Mexico,MEX,2016,17.42,59489629,62029592,121519221,27.1,0.772,21.27024268,79.577,6.305,79805908.0,8747777.0,,74.412,2.84779787,3.8,98.0427474926673,16.0,,1.13323428792033,42.016,9152.73722334937,47.239838791460684
2498,North Macedonia,MKD,2016,11.0987266524808,1034319,1038171,2072490,36.5,0.767,30.49533977,57.563,9.853364793075,1451509.0,270489.0,,75.4,4.0607338,3.3,97.5598502743557,24.0,,0.109300286352773,32.51,5149.58676436907,42.63674023871893
2499,Mali,MLI,2016,43.818,9445909,9254197,18700106,14.8,0.421,60.61509832,40.783,9.927,9214803.0,489397.0,,58.731,1.20876825,3.8,74.8129548355343,23.1,,3.1904414229907,58.771,750.051809102295,40.86427168474328
2500,Malta,MLT,2016,9.8,231198,224158,455356,39.1,0.891,12.8402408,94.48,7.3,308451.0,85133.0,,82.4536585365854,5.6511178,2.5,100.0,10.6,,2.28861544064371,42.231,25623.9416320597,41.10959576436455
2501,Myanmar,MMR,2016,18.33,25872492,26019857,51892349,27.6,0.572,32.41346793,30.082,8.753,35275074.0,2972388.0,0.533238393064207,65.685,0.71513724,3.4,73.5016743679592,25.9,,0.790127200535222,48.613,1218.21703407842,47.91301789077892
2502,Montenegro,MNE,2016,12.2,303492,318810,622303,36.8,0.824,21.21821429,66.141,10.4,417834.0,89809.0,,76.4414634146341,5.18993425,2.5,97.6373850604074,22.8,,0.0231425307711559,39.519,7033.43962398373,40.06358932944544
2503,Mongolia,MNG,2016,25.365,1505633,1523921,3029555,26.0,0.733,39.37772018,68.297,6.075,2008098.0,117541.0,,69.865,2.51025772,6.8,79.3990823170909,35.8,,2.16233694829923,49.723,3690.75677759847,48.231388559056356
2504,Mozambique,MOZ,2016,38.437,13561220,14135272,27696493,16.3,0.443,23.12560737,34.926,9.049,14602011.0,711666.0,1.87609313488845,59.038,1.74219394,40.7,51.1644141801736,31.3,,3.12915549916881,75.263,435.760991009624,42.904756272111314
2505,Mauritania,MRT,2016,34.832,1979261,2072630,4051890,17.0,0.541,66.48828292,51.962,7.707,2146798.0,140579.0,,64.768,1.19934916,7.0,67.3108424585845,15.9,,2.64252802228661,23.3,1579.20071673512,43.45347299167559
2506,Mauritius,MUS,2016,10.4,625493,638253,1263747,34.6,0.801,14.86280357,40.91,8.1,899678.0,124060.0,,74.3948780487805,2.5174036,6.1,99.858158093397,23.2,,0.0687082325715694,40.192,9965.72531085228,43.96151418351536
2507,Malawi,MWI,2016,34.824,8449079,8956544,17405624,15.9,0.498,26.05141291,16.506,7.541,8909538.0,548050.0,,62.209,1.91101837,14.3,67.0329347081967,23.7,,2.71781408401004,60.573,454.443266065248,43.99441101420303
2508,Malaysia,MYS,2016,16.685,16171861,15354558,31526418,27.7,0.803,16.75819034,74.84,5.109,21808902.0,1915162.0,,75.289,1.88870478,5.7,97.0616988178433,18.0,,1.4620698661924,48.816,9555.66959336559,49.97929116485446
2509,Namibia,NAM,2016,30.051,1122637,1200715,2323352,20.6,0.632,25.6294934,47.961,8.686,1393116.0,87550.0,,61.682,4.37176323,19.3,83.5864062697549,23.9,,1.76502653275581,41.637,4614.89207493896,47.177723273216394
2510,Niger,NER,2016,46.52,10606660,10315083,20921743,14.4,0.383,85.25194829,16.29,8.512,10150650.0,500345.0,,61.629,1.10086405,11.7,46.2236182374411,21.4,,3.86709120542471,61.826,497.036120831726,38.97822732012912
2511,Nigeria,NGA,2016,39.128,95191980,93474951,188666931,16.7,0.521,69.62587645,48.683,13.638,99550750.0,5695730.0,,52.043,0.47496933,9.6,69.8172268810042,17.6,,2.50703408562558,49.651,2144.78034442697,42.34215538663399
2512,Nicaragua,NIC,2016,22.459,3148451,3240784,6389235,22.8,0.653,21.10660159,58.09,4.633,4071017.0,290321.0,,73.256,4.65122414,18.3,81.4159724476439,15.8,,1.42874739634574,46.643,2079.45102735861,49.79646900256236
2513,Netherlands,NLD,2016,10.1,8447999,8582315,17030314,41.3,0.933,11.51731149,90.635,8.7,11135885.0,3107503.0,,81.5609756097561,6.74071789,2.5,99.9999971771538,11.1,,0.532178879608489,54.86,46039.1059284098,36.640937163882015
